group	x	y	PANEL
2	-10	0.0322550680737427	1
2	-9.8	0.0322550680737427	1
2	-9.6	0.0322550680737427	1
2	-9.4	0.0322550680737427	1
2	-9.2	0.0322550680737427	1
2	-9	0.0322550680737427	1
2	-8.8	0.0322550680737427	1
2	-8.6	0.0322550680737427	1
2	-8.4	0.0322550680737427	1
2	-8.2	0.0322550680737427	1
2	-8	0.0322550680737427	1
2	-7.8	0.0322550680737427	1
2	-7.6	0.0322550680737427	1
2	-7.4	0.0322550680737427	1
2	-7.2	0.0322550680737427	1
2	-7	0.0322550680737427	1
2	-6.8	0.0322550680737427	1
2	-6.6	0.0322550680737427	1
2	-6.4	0.0322550680737427	1
2	-6.2	0.0322550680737427	1
2	-6	0.0322550680737427	1
2	-5.8	0.0322550680737427	1
2	-5.6	0.0322550680737427	1
2	-5.4	0.0322550680737427	1
2	-5.2	0.0322550680737427	1
2	-5	0.0322550680737427	1
2	-4.8	0.0322550680737427	1
2	-4.6	0.0322550680737427	1
2	-4.4	0.0322550680737427	1
2	-4.2	0.0322550680737427	1
2	-4	0.0322550680737427	1
2	-3.8	0.0322550680737427	1
2	-3.6	0.0322550680737427	1
2	-3.4	0.0322550680737427	1
2	-3.2	0.0322550680737427	1
2	-3	0.0322550680737427	1
2	-2.8	0.0322550680737427	1
2	-2.6	0.0322550680737427	1
2	-2.4	0.0322550680737427	1
2	-2.2	0.0322550680737427	1
2	-2	0.0322550680737427	1
2	-1.8	0.0322550680737427	1
2	-1.6	0.0322550680737427	1
2	-1.4	0.0322550680737427	1
2	-1.2	0.0322550680737427	1
2	-1	0.0322550680737427	1
2	-0.799999999999999	0.0322550680737427	1
2	-0.6	0.0322550680737427	1
2	-0.399999999999999	0.0322550680737427	1
2	-0.199999999999999	0.0322550680737427	1
2	0	0.0322550680737427	1
2	0.200000000000001	0.0322550680737427	1
2	0.4	0.0322550680737427	1
2	0.600000000000001	0.0322550680737427	1
2	0.800000000000001	0.0322550680737427	1
2	1	0.0322550680737427	1
2	1.2	0.0322550680737427	1
2	1.4	0.0322550680737427	1
2	1.6	0.0322550680737427	1
2	1.8	0.0322550680737427	1
2	2	0.0322550680737427	1
2	2.2	0.0322550680737427	1
